Year_x,Player,Tm,Pos,Age,G,GS,MP,PER,AST,TOV,STL,BLK,TRB,PTS,FG%,PPG,MPG,PACE,height_x,weight_x,HeightxWeight,year_start,year_end,career
2012,Jordan Williams,NJN,C,21.0,43.0,5.0,635.0,14.5,11.0,23.0,21.0,15.0,156.0,197.0,0.507,4.5813953488372094,14.767441860465114,91.27,188.0,83.0,15604.0,2012,2012,1
1997,Oliver Miller,DAL,C,26.0,42.0,0.0,836.0,11.6,58.0,70.0,34.0,50.0,233.0,180.0,0.494,4.285714285714286,19.904761904761905,90.71,206.0,127.0,26162.0,1993,2004,5
2000,Oliver Miller,PHO,C,29.0,51.0,9.0,1088.0,15.5,68.0,74.0,42.0,80.0,261.0,323.0,0.588,6.333333333333332,21.33333333333333,95.7,206.0,127.0,26162.0,1993,2004,8
1998,Oliver Miller,TOR,C,27.0,64.0,53.0,1628.0,12.8,196.0,131.0,58.0,72.0,400.0,401.0,0.461,6.265625,25.4375,94.4,206.0,127.0,26162.0,1993,2004,6
2004,Oliver Miller,MIN,C,33.0,48.0,1.0,506.0,12.9,36.0,33.0,19.0,26.0,130.0,121.0,0.53,2.520833333333333,10.541666666666666,90.25,206.0,127.0,26162.0,1993,2004,12
1997,Martin Muursepp,DAL,PF,22.0,32.0,0.0,321.0,15.1,17.0,15.0,12.0,10.0,62.0,139.0,0.419,4.34375,10.03125,90.71,206.0,106.0,21836.0,1997,1998,1
1998,Martin Muursepp,DAL,PF,23.0,41.0,7.0,603.0,14.9,30.0,29.0,29.0,14.0,114.0,233.0,0.435,5.682926829268293,14.707317073170733,91.5,206.0,106.0,21836.0,1997,1998,2
1998,Chris Anstey,DAL,C,23.0,41.0,8.0,680.0,13.2,35.0,41.0,31.0,27.0,157.0,240.0,0.398,5.853658536585367,16.585365853658537,91.5,213.0,112.0,23856.0,1998,2000,1
1999,Chris Anstey,DAL,C,24.0,41.0,4.0,470.0,9.2,27.0,26.0,18.0,13.0,97.0,134.0,0.36,3.268292682926829,11.46341463414634,90.82,213.0,112.0,23856.0,1998,2000,2
2000,Chris Anstey,CHI,C,25.0,73.0,11.0,1007.0,15.1,65.0,80.0,29.0,25.0,280.0,439.0,0.442,6.013698630136986,13.794520547945206,90.96,213.0,112.0,23856.0,1998,2000,3
1998,Hubert Davis,DAL,SG,27.0,81.0,30.0,2378.0,12.5,157.0,88.0,43.0,5.0,169.0,898.0,0.456,11.08641975308642,29.358024691358022,91.5,196.0,83.0,16268.0,1993,2004,6
1999,Hubert Davis,DAL,SG,28.0,50.0,21.0,1378.0,10.9,89.0,57.0,21.0,3.0,86.0,457.0,0.438,9.14,27.56,90.82,196.0,83.0,16268.0,1993,2004,7
2000,Hubert Davis,DAL,PG,29.0,79.0,15.0,1817.0,10.8,141.0,70.0,24.0,3.0,134.0,583.0,0.468,7.3797468354430364,23.0,96.65,196.0,83.0,16268.0,1993,2004,8
2001,Hubert Davis,DAL,PG,30.0,51.0,7.0,1261.0,9.1,61.0,56.0,29.0,1.0,109.0,371.0,0.443,7.274509803921568,24.72549019607843,94.55,196.0,83.0,16268.0,1993,2004,9
1997,Hubert Davis,TOR,SG,26.0,36.0,0.0,623.0,7.4,34.0,21.0,11.0,2.0,40.0,181.0,0.402,5.027777777777779,17.305555555555557,92.07,196.0,83.0,16268.0,1993,2004,5
2003,Hubert Davis,DET,SG,32.0,43.0,1.0,328.0,8.8,29.0,11.0,5.0,0.0,36.0,79.0,0.392,1.837209302325581,7.627906976744187,88.31,196.0,83.0,16268.0,1993,2004,11
2002,Hubert Davis,WAS,SG,31.0,51.0,17.0,1231.0,10.7,107.0,44.0,28.0,3.0,77.0,365.0,0.448,7.15686274509804,24.137254901960784,89.94,196.0,83.0,16268.0,1993,2004,10
1998,Bubba Wells,DAL,SG,23.0,39.0,2.0,395.0,11.1,34.0,31.0,15.0,4.0,68.0,128.0,0.414,3.282051282051282,10.128205128205126,91.5,196.0,104.0,20384.0,1998,1998,1
1999,Dirk Nowitzki,DAL,PF,20.0,47.0,24.0,958.0,12.8,47.0,73.0,29.0,27.0,162.0,385.0,0.405,8.191489361702127,20.382978723404253,90.82,213.0,111.0,23643.0,1999,2018,1
2000,Dirk Nowitzki,DAL,PF,21.0,82.0,81.0,2938.0,17.5,203.0,141.0,63.0,68.0,532.0,1435.0,0.461,17.5,35.829268292682926,96.65,213.0,111.0,23643.0,1999,2018,2
2001,Dirk Nowitzki,DAL,PF,22.0,82.0,82.0,3125.0,22.8,173.0,156.0,79.0,101.0,754.0,1784.0,0.474,21.756097560975608,38.109756097560975,94.55,213.0,111.0,23643.0,1999,2018,3
2002,Dirk Nowitzki,DAL,C,23.0,76.0,76.0,2891.0,24.1,186.0,145.0,83.0,77.0,755.0,1779.0,0.477,23.407894736842106,38.03947368421053,94.38,213.0,111.0,23643.0,1999,2018,4
2003,Dirk Nowitzki,DAL,PF,24.0,80.0,80.0,3117.0,25.6,239.0,152.0,111.0,82.0,791.0,2011.0,0.463,25.1375,38.9625,93.77,213.0,111.0,23643.0,1999,2018,5
2004,Dirk Nowitzki,DAL,C,25.0,77.0,77.0,2915.0,22.5,207.0,135.0,92.0,104.0,670.0,1680.0,0.462,21.818181818181817,37.857142857142854,94.65,213.0,111.0,23643.0,1999,2018,6
2006,Dirk Nowitzki,DAL,PF,27.0,81.0,81.0,3089.0,28.1,226.0,156.0,58.0,83.0,728.0,2151.0,0.48,26.555555555555557,38.13580246913581,89.31,213.0,111.0,23643.0,1999,2018,8
2007,Dirk Nowitzki,DAL,PF,28.0,78.0,78.0,2820.0,27.6,263.0,167.0,52.0,62.0,693.0,1916.0,0.502,24.56410256410257,36.153846153846146,90.69,213.0,111.0,23643.0,1999,2018,9
2008,Dirk Nowitzki,DAL,PF,29.0,77.0,77.0,2769.0,24.6,266.0,160.0,51.0,71.0,659.0,1817.0,0.479,23.597402597402603,35.96103896103896,91.4,213.0,111.0,23643.0,1999,2018,10
2009,Dirk Nowitzki,DAL,PF,30.0,81.0,81.0,3050.0,23.1,197.0,157.0,61.0,63.0,681.0,2094.0,0.479,25.85185185185185,37.654320987654316,92.7,213.0,111.0,23643.0,1999,2018,11
2010,Dirk Nowitzki,DAL,PF,31.0,81.0,80.0,3039.0,22.9,218.0,149.0,70.0,79.0,620.0,2027.0,0.481,25.024691358024693,37.518518518518526,93.63,213.0,111.0,23643.0,1999,2018,12
2011,Dirk Nowitzki,DAL,PF,32.0,73.0,73.0,2504.0,23.4,190.0,137.0,38.0,47.0,513.0,1681.0,0.517,23.02739726027397,34.301369863013704,92.24,213.0,111.0,23643.0,1999,2018,13
2012,Dirk Nowitzki,DAL,PF,33.0,62.0,62.0,2079.0,21.7,136.0,117.0,42.0,30.0,418.0,1342.0,0.457,21.64516129032258,33.53225806451613,92.64,213.0,111.0,23643.0,1999,2018,14
2013,Dirk Nowitzki,DAL,PF,34.0,53.0,47.0,1661.0,19.8,132.0,70.0,38.0,37.0,363.0,917.0,0.471,17.30188679245283,31.339622641509433,95.15,213.0,111.0,23643.0,1999,2018,15
2014,Dirk Nowitzki,DAL,PF,35.0,80.0,80.0,2628.0,23.6,216.0,117.0,73.0,45.0,498.0,1735.0,0.4970000000000001,21.6875,32.85,94.97,213.0,111.0,23643.0,1999,2018,16
2015,Dirk Nowitzki,DAL,PF,36.0,77.0,77.0,2282.0,19.2,143.0,82.0,39.0,33.0,457.0,1333.0,0.459,17.31168831168831,29.63636363636364,96.41,213.0,111.0,23643.0,1999,2018,17
2016,Dirk Nowitzki,DAL,PF,37.0,75.0,75.0,2364.0,19.0,132.0,84.0,52.0,52.0,489.0,1372.0,0.448,18.293333333333333,31.52,95.38,213.0,111.0,23643.0,1999,2018,18
2017,Dirk Nowitzki,DAL,PF,38.0,54.0,54.0,1424.0,17.0,82.0,51.0,30.0,38.0,353.0,769.0,0.4370000000000001,14.24074074074074,26.37037037037037,93.12,213.0,111.0,23643.0,1999,2018,19
2000,Rick Hughes,DAL,PF,26.0,21.0,0.0,224.0,10.9,9.0,14.0,3.0,1.0,49.0,82.0,0.486,3.9047619047619047,10.666666666666666,96.65,196.0,97.0,19012.0,2000,2000,1
2001,Courtney Alexander,DAL,PG,23.0,38.0,6.0,472.0,6.8,21.0,21.0,16.0,3.0,63.0,160.0,0.348,4.2105263157894735,12.421052631578947,94.55,185.0,83.0,15355.0,2001,2003,1
2001,Courtney Alexander,WAS,PG,23.0,27.0,18.0,910.0,14.2,41.0,54.0,29.0,2.0,80.0,458.0,0.448,16.962962962962962,33.7037037037037,93.98,185.0,83.0,15355.0,2001,2003,1
2002,Courtney Alexander,WAS,SG,24.0,56.0,28.0,1325.0,13.6,86.0,60.0,35.0,7.0,148.0,549.0,0.47,9.803571428571429,23.660714285714285,89.94,185.0,83.0,15355.0,2001,2003,2
2003,Courtney Alexander,NOH,PG,25.0,66.0,7.0,1360.0,9.3,79.0,68.0,31.0,6.0,118.0,523.0,0.382,7.924242424242424,20.60606060606061,90.76,185.0,83.0,15355.0,2001,2003,3
2007,Maurice Ager,DAL,SG,22.0,32.0,1.0,214.0,2.9,7.0,15.0,4.0,3.0,21.0,69.0,0.314,2.15625,6.6875,90.69,196.0,91.0,17836.0,2007,2011,1
2007,J.J. Barea,DAL,PG,22.0,33.0,1.0,191.0,9.6,24.0,14.0,1.0,1.0,25.0,78.0,0.359,2.363636363636364,5.787878787878787,90.69,203.0,94.0,19082.0,2007,2018,1
2008,J.J. Barea,DAL,PG,23.0,44.0,9.0,460.0,11.7,58.0,35.0,14.0,1.0,47.0,191.0,0.418,4.340909090909091,10.454545454545457,91.4,203.0,94.0,19082.0,2007,2018,2
2009,J.J. Barea,DAL,SG,24.0,79.0,15.0,1600.0,13.4,269.0,105.0,37.0,5.0,177.0,617.0,0.442,7.810126582278482,20.253164556962027,92.7,203.0,94.0,19082.0,2007,2018,3
2010,J.J. Barea,DAL,PG,25.0,78.0,18.0,1546.0,12.8,258.0,102.0,35.0,6.0,146.0,596.0,0.44,7.641025641025642,19.820512820512818,93.63,203.0,94.0,19082.0,2007,2018,4
2011,J.J. Barea,DAL,PG,26.0,81.0,2.0,1669.0,14.8,317.0,136.0,30.0,1.0,159.0,769.0,0.439,9.493827160493828,20.604938271604933,92.24,203.0,94.0,19082.0,2007,2018,5
2015,J.J. Barea,DAL,PG,30.0,77.0,10.0,1362.0,15.1,263.0,70.0,33.0,1.0,134.0,580.0,0.42,7.532467532467532,17.688311688311693,96.41,203.0,94.0,19082.0,2007,2018,9
2016,J.J. Barea,DAL,PG,31.0,74.0,16.0,1667.0,15.4,302.0,113.0,26.0,2.0,152.0,808.0,0.446,10.91891891891892,22.52702702702703,95.38,203.0,94.0,19082.0,2007,2018,10
2017,J.J. Barea,DAL,PG,32.0,35.0,6.0,771.0,17.2,193.0,63.0,14.0,1.0,84.0,381.0,0.414,10.885714285714288,22.02857142857143,93.12,203.0,94.0,19082.0,2007,2018,11
2012,J.J. Barea,MIN,PG,27.0,41.0,11.0,1032.0,14.9,232.0,103.0,21.0,0.0,114.0,463.0,0.4,11.292682926829267,25.170731707317074,94.44,203.0,94.0,19082.0,2007,2018,6
2013,J.J. Barea,MIN,PG,28.0,74.0,2.0,1713.0,14.1,294.0,145.0,32.0,0.0,207.0,834.0,0.417,11.270270270270268,23.14864864864865,93.96,203.0,94.0,19082.0,2007,2018,7
2014,J.J. Barea,MIN,PG,29.0,79.0,1.0,1471.0,11.6,303.0,125.0,26.0,0.0,154.0,660.0,0.387,8.354430379746836,18.620253164556967,98.35,203.0,94.0,19082.0,2007,2018,8
2009,Matt Carroll,DAL,SG,28.0,21.0,0.0,141.0,0.5,3.0,7.0,3.0,1.0,14.0,25.0,0.273,1.1904761904761905,6.7142857142857135,92.7,198.0,96.0,19008.0,2004,2013,6
2010,Matt Carroll,DAL,SG,29.0,25.0,0.0,121.0,7.1,6.0,7.0,5.0,0.0,12.0,46.0,0.36,1.84,4.84,93.63,198.0,96.0,19008.0,2004,2013,7
2005,Matt Carroll,CHA,SG,24.0,25.0,0.0,430.0,14.7,17.0,25.0,17.0,2.0,60.0,224.0,0.389,8.96,17.2,93.56,198.0,96.0,19008.0,2004,2013,2
2006,Matt Carroll,CHA,SG,25.0,78.0,6.0,1275.0,13.9,35.0,48.0,47.0,11.0,157.0,594.0,0.403,7.615384615384616,16.346153846153847,94.6,198.0,96.0,19008.0,2004,2013,3
2007,Matt Carroll,CHA,SG,26.0,72.0,47.0,1878.0,14.6,91.0,73.0,53.0,9.0,207.0,869.0,0.433,12.069444444444445,26.08333333333333,93.16,198.0,96.0,19008.0,2004,2013,4
2008,Matt Carroll,CHA,SG,27.0,80.0,18.0,2016.0,10.7,73.0,58.0,46.0,19.0,226.0,720.0,0.428,9.0,25.2,92.76,198.0,96.0,19008.0,2004,2013,5
2009,Matt Carroll,CHA,SG,28.0,34.0,10.0,475.0,7.0,24.0,26.0,18.0,5.0,55.0,139.0,0.406,4.088235294117647,13.970588235294118,89.21,198.0,96.0,19008.0,2004,2013,6
2011,Matt Carroll,CHA,SG,30.0,54.0,1.0,582.0,12.2,23.0,23.0,17.0,6.0,68.0,235.0,0.447,4.351851851851852,10.777777777777779,90.3,198.0,96.0,19008.0,2004,2013,8
2012,Matt Carroll,CHA,SG,31.0,53.0,2.0,596.0,5.6,38.0,24.0,16.0,7.0,58.0,142.0,0.331,2.679245283018868,11.245283018867925,91.88,198.0,96.0,19008.0,2004,2013,9
2010,Rodrigue Beaubois,DAL,PG,21.0,56.0,16.0,700.0,18.5,74.0,54.0,29.0,12.0,78.0,397.0,0.518,7.0892857142857135,12.5,93.63,183.0,77.0,14091.0,2010,2013,1
2011,Rodrigue Beaubois,DAL,PG,22.0,28.0,26.0,496.0,11.4,64.0,47.0,20.0,8.0,52.0,236.0,0.422,8.428571428571429,17.714285714285715,92.24,183.0,77.0,14091.0,2010,2013,2
2012,Rodrigue Beaubois,DAL,PG,23.0,53.0,12.0,1151.0,15.3,152.0,70.0,56.0,28.0,151.0,472.0,0.422,8.90566037735849,21.716981132075468,92.64,183.0,77.0,14091.0,2010,2013,3
2013,Rodrigue Beaubois,DAL,PG,24.0,45.0,0.0,549.0,10.6,84.0,33.0,19.0,4.0,57.0,181.0,0.369,4.022222222222221,12.2,95.15,183.0,77.0,14091.0,2010,2013,4
2010,Brendan Haywood,DAL,C,30.0,28.0,19.0,741.0,16.1,25.0,32.0,8.0,57.0,208.0,226.0,0.564,8.071428571428571,26.464285714285715,93.63,213.0,121.0,25773.0,2002,2015,9
2011,Brendan Haywood,DAL,C,31.0,72.0,8.0,1331.0,11.7,19.0,51.0,16.0,74.0,376.0,320.0,0.574,4.4444444444444455,18.48611111111111,92.24,213.0,121.0,25773.0,2002,2015,10
2012,Brendan Haywood,DAL,C,32.0,54.0,54.0,1146.0,12.9,19.0,46.0,24.0,54.0,324.0,281.0,0.518,5.203703703703703,21.222222222222218,92.64,213.0,121.0,25773.0,2002,2015,11
2015,Brendan Haywood,CLE,C,35.0,22.0,1.0,119.0,9.1,2.0,10.0,2.0,10.0,29.0,35.0,0.467,1.5909090909090908,5.409090909090909,92.23,213.0,121.0,25773.0,2002,2015,14
2002,Brendan Haywood,WAS,C,22.0,62.0,2.0,1266.0,13.7,29.0,50.0,21.0,91.0,322.0,315.0,0.493,5.080645161290323,20.41935483870968,89.94,213.0,121.0,25773.0,2002,2015,1
2003,Brendan Haywood,WAS,C,23.0,81.0,69.0,1930.0,13.5,29.0,65.0,32.0,119.0,404.0,501.0,0.51,6.185185185185184,23.82716049382716,89.48,213.0,121.0,25773.0,2002,2015,2
2004,Brendan Haywood,WAS,C,24.0,77.0,59.0,1484.0,17.2,43.0,80.0,32.0,100.0,387.0,537.0,0.515,6.974025974025973,19.272727272727273,93.91,213.0,121.0,25773.0,2002,2015,3
2005,Brendan Haywood,WAS,C,25.0,68.0,68.0,1865.0,16.5,57.0,96.0,52.0,114.0,464.0,637.0,0.56,9.367647058823527,27.426470588235286,94.82,213.0,121.0,25773.0,2002,2015,4
2006,Brendan Haywood,WAS,C,26.0,79.0,70.0,1879.0,13.8,46.0,97.0,30.0,104.0,467.0,575.0,0.514,7.2784810126582276,23.78481012658228,93.69,213.0,121.0,25773.0,2002,2015,5
2007,Brendan Haywood,WAS,C,27.0,77.0,49.0,1740.0,14.2,47.0,90.0,34.0,88.0,477.0,511.0,0.5579999999999999,6.636363636363638,22.597402597402603,95.35,213.0,121.0,25773.0,2002,2015,6
2008,Brendan Haywood,WAS,C,28.0,80.0,80.0,2228.0,18.3,71.0,108.0,31.0,133.0,576.0,848.0,0.528,10.6,27.85,90.88,213.0,121.0,25773.0,2002,2015,7
2010,Brendan Haywood,WAS,C,30.0,49.0,48.0,1614.0,16.2,18.0,67.0,18.0,101.0,507.0,478.0,0.561,9.755102040816329,32.938775510204074,92.62,213.0,121.0,25773.0,2002,2015,9
2013,Brendan Haywood,CHA,C,33.0,61.0,17.0,1162.0,8.7,29.0,50.0,16.0,49.0,290.0,216.0,0.431,3.540983606557377,19.049180327868854,92.5,213.0,121.0,25773.0,2002,2015,12
2011,Tyson Chandler,DAL,C,28.0,74.0,74.0,2059.0,18.4,32.0,88.0,36.0,80.0,692.0,748.0,0.654,10.108108108108107,27.824324324324326,92.24,216.0,108.0,23328.0,2002,2018,10
2015,Tyson Chandler,DAL,C,32.0,75.0,75.0,2286.0,20.1,84.0,105.0,42.0,91.0,864.0,771.0,0.6659999999999999,10.28,30.48,96.41,216.0,108.0,23328.0,2002,2018,14
2012,Tyson Chandler,NYK,C,29.0,62.0,62.0,2061.0,18.7,56.0,102.0,56.0,89.0,612.0,699.0,0.679,11.274193548387096,33.24193548387097,93.94,216.0,108.0,23328.0,2002,2018,11
2013,Tyson Chandler,NYK,C,30.0,66.0,66.0,2164.0,18.9,62.0,87.0,42.0,75.0,703.0,689.0,0.638,10.43939393939394,32.78787878787879,90.69,216.0,108.0,23328.0,2002,2018,12
2014,Tyson Chandler,NYK,C,31.0,55.0,55.0,1662.0,16.4,59.0,71.0,36.0,63.0,529.0,480.0,0.593,8.727272727272727,30.21818181818182,91.25,216.0,108.0,23328.0,2002,2018,13
2002,Tyson Chandler,CHI,C,19.0,71.0,31.0,1389.0,13.0,54.0,99.0,28.0,93.0,343.0,436.0,0.4970000000000001,6.140845070422535,19.56338028169014,91.58,216.0,108.0,23328.0,2002,2018,1
2003,Tyson Chandler,CHI,C,20.0,75.0,68.0,1827.0,15.8,76.0,135.0,37.0,106.0,514.0,691.0,0.531,9.213333333333333,24.36,94.8,216.0,108.0,23328.0,2002,2018,2
2004,Tyson Chandler,CHI,PF,21.0,35.0,8.0,782.0,14.2,23.0,38.0,17.0,43.0,270.0,213.0,0.424,6.085714285714285,22.34285714285714,93.26,216.0,108.0,23328.0,2002,2018,3
2005,Tyson Chandler,CHI,C,22.0,80.0,10.0,2189.0,16.4,65.0,118.0,69.0,141.0,775.0,640.0,0.494,8.0,27.3625,93.43,216.0,108.0,23328.0,2002,2018,4
2006,Tyson Chandler,CHI,C,23.0,79.0,50.0,2121.0,12.2,81.0,123.0,41.0,104.0,714.0,417.0,0.565,5.278481012658228,26.848101265822788,93.61,216.0,108.0,23328.0,2002,2018,5
2016,Tyson Chandler,PHO,C,33.0,66.0,60.0,1618.0,14.7,64.0,93.0,36.0,44.0,576.0,472.0,0.583,7.151515151515151,24.51515151515152,99.39,216.0,108.0,23328.0,2002,2018,15
2017,Tyson Chandler,PHO,C,34.0,47.0,46.0,1298.0,16.6,30.0,67.0,33.0,24.0,539.0,397.0,0.6709999999999999,8.446808510638299,27.617021276595747,100.88,216.0,108.0,23328.0,2002,2018,16
2008,Tyson Chandler,NOH,C,25.0,79.0,79.0,2783.0,17.5,81.0,136.0,45.0,84.0,928.0,929.0,0.623,11.759493670886073,35.22784810126582,91.07,216.0,108.0,23328.0,2002,2018,7
2009,Tyson Chandler,NOH,C,26.0,45.0,45.0,1445.0,13.4,22.0,70.0,15.0,56.0,393.0,397.0,0.565,8.822222222222223,32.111111111111114,88.75,216.0,108.0,23328.0,2002,2018,8
2010,Tyson Chandler,CHA,C,27.0,51.0,27.0,1163.0,12.5,16.0,91.0,17.0,55.0,320.0,333.0,0.574,6.529411764705883,22.803921568627448,90.94,216.0,108.0,23328.0,2002,2018,9
2012,Dominique Jones,DAL,SG,23.0,33.0,1.0,268.0,11.8,42.0,28.0,10.0,5.0,44.0,88.0,0.397,2.6666666666666665,8.121212121212121,92.64,203.0,99.0,20097.0,2011,2013,2
2013,Dominique Jones,DAL,PG,24.0,29.0,3.0,338.0,12.4,83.0,38.0,14.0,2.0,45.0,116.0,0.3670000000000001,4.0,11.655172413793107,95.15,203.0,99.0,20097.0,2011,2013,3
2013,Bernard James,DAL,C,27.0,46.0,11.0,457.0,14.7,6.0,18.0,12.0,38.0,131.0,131.0,0.515,2.847826086956522,9.934782608695652,95.15,208.0,108.0,22464.0,2013,2015,1
2014,Bernard James,DAL,C,28.0,30.0,0.0,146.0,8.5,3.0,10.0,3.0,8.0,42.0,28.0,0.478,0.9333333333333332,4.866666666666666,94.97,208.0,108.0,22464.0,2013,2015,2
2014,Shane Larkin,DAL,PG,21.0,48.0,0.0,489.0,8.3,71.0,39.0,26.0,1.0,42.0,132.0,0.38,2.75,10.1875,94.97,180.0,79.0,14220.0,2014,2018,1
2015,Shane Larkin,NYK,PG,22.0,76.0,22.0,1865.0,10.9,226.0,83.0,93.0,9.0,176.0,470.0,0.433,6.184210526315789,24.53947368421053,92.08,180.0,79.0,14220.0,2014,2018,2
2016,Shane Larkin,BRK,PG,23.0,78.0,17.0,1751.0,13.3,342.0,146.0,95.0,12.0,180.0,566.0,0.442,7.2564102564102555,22.448717948717945,96.13,180.0,79.0,14220.0,2014,2018,3
2014,Gal Mekel,DAL,PG,25.0,31.0,1.0,292.0,5.4,63.0,31.0,4.0,1.0,27.0,73.0,0.349,2.3548387096774195,9.419354838709678,94.97,190.0,86.0,16340.0,2014,2015,1
2015,Dwight Powell,DAL,PF,23.0,24.0,0.0,227.0,13.0,9.0,9.0,7.0,6.0,49.0,81.0,0.435,3.375,9.458333333333334,96.41,211.0,108.0,22788.0,2015,2018,1
2016,Dwight Powell,DAL,PF,24.0,69.0,2.0,992.0,16.8,44.0,40.0,36.0,24.0,273.0,399.0,0.493,5.782608695652174,14.376811594202897,95.38,211.0,108.0,22788.0,2015,2018,2
2017,Dwight Powell,DAL,C,25.0,77.0,3.0,1333.0,17.6,49.0,34.0,61.0,39.0,306.0,516.0,0.515,6.701298701298702,17.31168831168831,93.12,211.0,108.0,22788.0,2015,2018,3
2016,Justin Anderson,DAL,SF,22.0,55.0,9.0,647.0,12.3,29.0,24.0,19.0,25.0,132.0,208.0,0.406,3.7818181818181817,11.763636363636365,95.38,198.0,103.0,20394.0,2016,2018,1
2017,Justin Anderson,DAL,SF,23.0,51.0,2.0,710.0,14.7,32.0,40.0,28.0,16.0,149.0,329.0,0.401,6.450980392156862,13.92156862745098,93.12,198.0,103.0,20394.0,2016,2018,2
2017,Justin Anderson,PHI,SF,23.0,24.0,8.0,518.0,12.8,34.0,26.0,13.0,7.0,96.0,203.0,0.463,8.458333333333334,21.58333333333333,99.09,198.0,103.0,20394.0,2016,2018,2
2016,Salah Mejri,DAL,C,29.0,34.0,6.0,397.0,16.8,10.0,23.0,8.0,36.0,123.0,125.0,0.628,3.6764705882352944,11.676470588235292,95.38,216.0,111.0,23976.0,2016,2018,1
2017,Salah Mejri,DAL,C,30.0,73.0,11.0,905.0,14.8,14.0,40.0,32.0,61.0,308.0,213.0,0.642,2.9178082191780823,12.397260273972602,93.12,216.0,111.0,23976.0,2016,2018,2
2017,Nicolas Brussino,DAL,SF,23.0,54.0,2.0,521.0,10.7,47.0,26.0,17.0,8.0,95.0,150.0,0.369,2.7777777777777777,9.648148148148149,93.12,201.0,88.0,17688.0,2017,2018,1
2017,Yogi Ferrell,DAL,PG,23.0,36.0,29.0,1046.0,14.1,155.0,56.0,40.0,7.0,99.0,408.0,0.412,11.333333333333336,29.055555555555557,93.12,183.0,81.0,14823.0,2017,2018,1
2017,Dorian Finney-Smith,DAL,PF,23.0,81.0,35.0,1642.0,7.7,67.0,45.0,52.0,25.0,221.0,350.0,0.3720000000000001,4.320987654320987,20.271604938271604,93.12,203.0,99.0,20097.0,2017,2018,1
2017,A.J. Hammons,DAL,C,24.0,22.0,0.0,163.0,8.4,4.0,10.0,1.0,13.0,36.0,48.0,0.405,2.1818181818181817,7.409090909090909,93.12,198.0,99.0,19602.0,2017,2017,1
2017,Nerlens Noel,DAL,C,22.0,22.0,12.0,483.0,19.9,20.0,22.0,22.0,25.0,150.0,188.0,0.575,8.545454545454545,21.954545454545453,93.12,211.0,103.0,21733.0,2015,2018,3
2015,Nerlens Noel,PHI,C,20.0,75.0,71.0,2311.0,15.0,128.0,146.0,133.0,142.0,611.0,744.0,0.462,9.92,30.81333333333333,96.48,211.0,103.0,21733.0,2015,2018,1
2016,Nerlens Noel,PHI,C,21.0,67.0,62.0,1965.0,16.2,122.0,158.0,118.0,100.0,542.0,747.0,0.521,11.149253731343284,29.328358208955226,98.45,211.0,103.0,21733.0,2015,2018,2
2017,Nerlens Noel,PHI,C,22.0,29.0,7.0,564.0,20.8,30.0,29.0,43.0,26.0,144.0,257.0,0.611,8.862068965517242,19.448275862068964,99.09,211.0,103.0,21733.0,2015,2018,3
1997,Adrian Caldwell,PHI,PF,30.0,27.0,0.0,365.0,8.8,7.0,16.0,8.0,7.0,111.0,72.0,0.526,2.6666666666666665,13.518518518518519,97.15,203.0,120.0,24360.0,1990,1998,8
1997,Don MacLean,PHI,SF,27.0,37.0,2.0,733.0,14.4,37.0,47.0,12.0,10.0,140.0,402.0,0.447,10.864864864864865,19.81081081081081,97.15,208.0,106.0,22048.0,1993,2001,5
1998,Anthony Parker,PHI,SG,22.0,37.0,0.0,196.0,14.0,19.0,11.0,11.0,3.0,26.0,72.0,0.397,1.945945945945946,5.297297297297297,92.15,198.0,97.0,19206.0,1998,2012,1
2010,Anthony Parker,CLE,SG,34.0,81.0,81.0,2289.0,9.9,157.0,71.0,63.0,18.0,231.0,595.0,0.434,7.345679012345679,28.259259259259263,91.78,198.0,97.0,19206.0,1998,2012,13
2011,Anthony Parker,CLE,SF,35.0,72.0,65.0,2091.0,10.5,218.0,80.0,67.0,10.0,218.0,600.0,0.399,8.333333333333334,29.04166666666667,93.76,198.0,97.0,19206.0,1998,2012,14
2012,Anthony Parker,CLE,SF,36.0,51.0,51.0,1280.0,10.9,120.0,50.0,38.0,7.0,138.0,367.0,0.433,7.196078431372548,25.098039215686274,92.35,198.0,97.0,19206.0,1998,2012,15
2007,Anthony Parker,TOR,SG,31.0,73.0,73.0,2437.0,14.5,153.0,71.0,73.0,11.0,283.0,903.0,0.477,12.36986301369863,33.38356164383562,93.87,198.0,97.0,19206.0,1998,2012,10
2008,Anthony Parker,TOR,SG,32.0,82.0,82.0,2634.0,14.4,183.0,87.0,79.0,17.0,334.0,1025.0,0.476,12.5,32.1219512195122,91.36,198.0,97.0,19206.0,1998,2012,11
2009,Anthony Parker,TOR,SG,33.0,80.0,71.0,2637.0,12.1,269.0,114.0,100.0,15.0,317.0,857.0,0.426,10.7125,32.9625,93.28,198.0,97.0,19206.0,1998,2012,12
1998,Eric Snow,PHI,PG,24.0,47.0,0.0,844.0,12.5,164.0,51.0,60.0,4.0,77.0,184.0,0.429,3.914893617021277,17.95744680851064,92.15,190.0,86.0,16340.0,1996,2008,3
1999,Eric Snow,PHI,PG,25.0,48.0,48.0,1716.0,12.9,301.0,111.0,100.0,1.0,162.0,413.0,0.428,8.604166666666666,35.75,90.63,190.0,86.0,16340.0,1996,2008,4
