Year_x,Player,Tm,Pos,Age,G,GS,MP,PER,AST,TOV,STL,BLK,TRB,PTS,FG%,PPG,MPG,PACE,height_x,weight_x,HeightxWeight,year_start,year_end,career
2001,Vernon Maxwell,PHI,PG,35.0,24.0,6.0,375.0,8.1,29.0,18.0,12.0,0.0,37.0,120.0,0.336,5.0,15.625,92.12,193.0,81.0,15633.0,1989,2001,13
2000,Vernon Maxwell,SEA,SG,34.0,47.0,0.0,989.0,12.6,75.0,53.0,38.0,9.0,79.0,513.0,0.345,10.914893617021274,21.04255319148936,94.76,193.0,81.0,15633.0,1989,2001,12
1999,Peja Stojakovic,SAC,SF,21.0,48.0,1.0,1025.0,13.5,72.0,53.0,41.0,7.0,143.0,402.0,0.378,8.375,21.354166666666668,97.45,206.0,99.0,20394.0,1999,2011,1
2000,Peja Stojakovic,SAC,SF,22.0,74.0,11.0,1749.0,16.3,106.0,88.0,52.0,7.0,276.0,877.0,0.448,11.851351351351349,23.635135135135137,100.75,206.0,99.0,20394.0,1999,2011,2
2001,Peja Stojakovic,SAC,SF,23.0,75.0,75.0,2905.0,18.4,164.0,146.0,91.0,13.0,434.0,1529.0,0.47,20.386666666666667,38.73333333333333,95.74,206.0,99.0,20394.0,1999,2011,3
2002,Peja Stojakovic,SAC,SF,24.0,71.0,71.0,2649.0,19.3,175.0,140.0,81.0,14.0,373.0,1506.0,0.484,21.211267605633804,37.309859154929576,96.77,206.0,99.0,20394.0,1999,2011,4
2003,Peja Stojakovic,SAC,SF,25.0,72.0,72.0,2450.0,19.6,141.0,101.0,72.0,5.0,397.0,1380.0,0.481,19.166666666666668,34.02777777777778,96.66,206.0,99.0,20394.0,1999,2011,5
2004,Peja Stojakovic,SAC,SF,26.0,81.0,81.0,3264.0,21.8,173.0,153.0,108.0,14.0,508.0,1964.0,0.48,24.246913580246915,40.2962962962963,94.28,206.0,99.0,20394.0,1999,2011,6
2005,Peja Stojakovic,SAC,SF,27.0,66.0,66.0,2534.0,17.3,138.0,102.0,79.0,12.0,285.0,1329.0,0.444,20.13636363636364,38.39393939393939,94.54,206.0,99.0,20394.0,1999,2011,7
2005,Peja Stojakovic,SAC,SF,27.0,66.0,66.0,2534.0,17.3,138.0,102.0,79.0,12.0,285.0,1329.0,0.444,20.13636363636364,38.39393939393939,90.0,206.0,99.0,20394.0,1999,2011,7
2006,Peja Stojakovic,SAC,SF,28.0,31.0,31.0,1147.0,13.6,68.0,51.0,19.0,2.0,165.0,511.0,0.403,16.483870967741936,37.0,93.27,206.0,99.0,20394.0,1999,2011,8
2006,Peja Stojakovic,IND,SF,28.0,40.0,40.0,1454.0,19.1,68.0,52.0,26.0,8.0,250.0,779.0,0.461,19.475,36.35,90.86,206.0,99.0,20394.0,1999,2011,8
2011,Peja Stojakovic,DAL,SF,33.0,25.0,13.0,506.0,14.1,22.0,11.0,11.0,2.0,66.0,215.0,0.429,8.6,20.24,92.24,206.0,99.0,20394.0,1999,2011,13
2008,Peja Stojakovic,NOH,SF,30.0,77.0,77.0,2711.0,15.7,96.0,61.0,57.0,10.0,331.0,1263.0,0.44,16.4025974025974,35.20779220779221,91.07,206.0,99.0,20394.0,1999,2011,10
2009,Peja Stojakovic,NOH,SF,31.0,61.0,59.0,2089.0,12.5,75.0,51.0,52.0,3.0,264.0,812.0,0.399,13.311475409836063,34.24590163934426,88.75,206.0,99.0,20394.0,1999,2011,11
2010,Peja Stojakovic,NOH,SF,32.0,62.0,55.0,1947.0,12.4,92.0,56.0,48.0,5.0,227.0,784.0,0.404,12.64516129032258,31.403225806451612,93.54,206.0,99.0,20394.0,1999,2011,12
1999,Chris Webber,SAC,PF,25.0,42.0,42.0,1719.0,19.5,173.0,148.0,60.0,89.0,545.0,839.0,0.486,19.976190476190478,40.92857142857143,97.45,206.0,111.0,22866.0,1994,2008,6
2000,Chris Webber,SAC,PF,26.0,75.0,75.0,2880.0,23.4,345.0,218.0,120.0,128.0,787.0,1834.0,0.483,24.45333333333333,38.4,100.75,206.0,111.0,22866.0,1994,2008,7
2001,Chris Webber,SAC,PF,27.0,70.0,70.0,2836.0,24.7,294.0,195.0,93.0,118.0,777.0,1898.0,0.481,27.114285714285717,40.51428571428571,95.74,206.0,111.0,22866.0,1994,2008,8
2002,Chris Webber,SAC,PF,28.0,54.0,54.0,2071.0,24.4,258.0,158.0,90.0,76.0,546.0,1322.0,0.495,24.48148148148148,38.35185185185185,96.77,206.0,111.0,22866.0,1994,2008,9
2003,Chris Webber,SAC,PF,29.0,67.0,67.0,2622.0,20.9,364.0,215.0,106.0,88.0,704.0,1542.0,0.461,23.01492537313433,39.13432835820896,96.66,206.0,111.0,22866.0,1994,2008,10
2004,Chris Webber,SAC,PF,30.0,23.0,23.0,831.0,17.2,105.0,60.0,31.0,20.0,200.0,430.0,0.413,18.695652173913047,36.130434782608695,94.28,206.0,111.0,22866.0,1994,2008,11
2005,Chris Webber,SAC,PF,31.0,46.0,46.0,1668.0,20.9,252.0,133.0,68.0,34.0,447.0,978.0,0.449,21.26086956521739,36.26086956521739,94.54,206.0,111.0,22866.0,1994,2008,12
2005,Chris Webber,SAC,PF,31.0,46.0,46.0,1668.0,20.9,252.0,133.0,68.0,34.0,447.0,978.0,0.449,21.26086956521739,36.26086956521739,90.0,206.0,111.0,22866.0,1994,2008,12
1997,Chris Webber,WSB,PF,23.0,72.0,72.0,2806.0,21.8,331.0,230.0,122.0,137.0,743.0,1445.0,0.518,20.069444444444443,38.97222222222222,93.61,206.0,111.0,22866.0,1994,2008,4
2006,Chris Webber,PHI,PF,32.0,75.0,75.0,2893.0,18.4,256.0,182.0,103.0,62.0,741.0,1518.0,0.434,20.24,38.57333333333333,93.96,206.0,111.0,22866.0,1994,2008,13
2007,Chris Webber,DET,PF,33.0,43.0,42.0,1277.0,16.9,127.0,74.0,42.0,26.0,288.0,486.0,0.489,11.30232558139535,29.69767441860465,88.59,206.0,111.0,22866.0,1994,2008,14
1998,Chris Webber,WAS,C,24.0,71.0,71.0,2809.0,20.9,273.0,185.0,111.0,124.0,674.0,1555.0,0.482,21.901408450704228,39.56338028169015,93.04,206.0,111.0,22866.0,1994,2008,5
1999,Jason Williams,SAC,PG,23.0,50.0,50.0,1805.0,12.8,299.0,143.0,95.0,1.0,153.0,641.0,0.374,12.82,36.1,97.45,206.0,108.0,22248.0,1999,2011,1
2000,Jason Williams,SAC,PG,24.0,81.0,81.0,2760.0,11.6,589.0,296.0,117.0,8.0,230.0,999.0,0.373,12.333333333333336,34.074074074074076,100.75,206.0,108.0,22248.0,1999,2011,2
2001,Jason Williams,SAC,PG,25.0,77.0,77.0,2290.0,12.8,416.0,160.0,94.0,9.0,185.0,720.0,0.407,9.35064935064935,29.740259740259738,95.74,206.0,108.0,22248.0,1999,2011,3
2010,Jason Williams,ORL,PG,34.0,82.0,18.0,1703.0,12.9,298.0,87.0,53.0,3.0,126.0,493.0,0.444,6.012195121951219,20.76829268292683,92.56,206.0,108.0,22248.0,1999,2011,12
2006,Jason Williams,MIA,PG,30.0,59.0,56.0,1874.0,15.0,287.0,100.0,53.0,5.0,139.0,728.0,0.442,12.338983050847462,31.762711864406782,92.57,206.0,108.0,22248.0,1999,2011,8
2007,Jason Williams,MIA,PG,31.0,61.0,55.0,1865.0,15.0,322.0,100.0,58.0,1.0,141.0,664.0,0.413,10.885245901639344,30.57377049180328,90.65,206.0,108.0,22248.0,1999,2011,9
2008,Jason Williams,MIA,PG,32.0,67.0,53.0,1886.0,12.7,307.0,91.0,83.0,5.0,130.0,588.0,0.384,8.776119402985074,28.149253731343283,91.27,206.0,108.0,22248.0,1999,2011,10
2002,Jason Williams,MEM,PG,26.0,65.0,65.0,2236.0,15.1,519.0,214.0,111.0,7.0,195.0,959.0,0.382,14.753846153846155,34.4,92.58,206.0,108.0,22248.0,1999,2011,4
2003,Jason Williams,MEM,PG,27.0,76.0,76.0,2407.0,17.1,631.0,168.0,91.0,10.0,212.0,919.0,0.388,12.092105263157894,31.671052631578952,94.04,206.0,108.0,22248.0,1999,2011,5
2004,Jason Williams,MEM,PG,28.0,72.0,68.0,2115.0,16.9,492.0,136.0,92.0,5.0,147.0,782.0,0.407,10.861111111111109,29.375,92.63,206.0,108.0,22248.0,1999,2011,6
2005,Jason Williams,MEM,PG,29.0,71.0,68.0,1952.0,15.4,399.0,130.0,75.0,5.0,122.0,719.0,0.413,10.126760563380284,27.492957746478872,89.65,206.0,108.0,22248.0,1999,2011,7
2000,Nick Anderson,SAC,SG,32.0,72.0,72.0,2094.0,11.8,123.0,95.0,94.0,16.0,339.0,781.0,0.391,10.847222222222221,29.08333333333333,100.75,198.0,92.0,18216.0,1990,2002,11
2001,Nick Anderson,SAC,SG,33.0,21.0,0.0,169.0,6.4,13.0,7.0,10.0,4.0,25.0,38.0,0.246,1.809523809523809,8.04761904761905,95.74,198.0,92.0,18216.0,1990,2002,12
1997,Nick Anderson,ORL,SG,29.0,63.0,61.0,2163.0,13.8,182.0,86.0,120.0,32.0,304.0,757.0,0.397,12.015873015873014,34.333333333333336,89.94,198.0,92.0,18216.0,1990,2002,8
1998,Nick Anderson,ORL,SF,30.0,58.0,44.0,1701.0,19.6,119.0,85.0,72.0,23.0,297.0,890.0,0.455,15.344827586206893,29.32758620689655,88.56,198.0,92.0,18216.0,1990,2002,9
1999,Nick Anderson,ORL,SF,31.0,47.0,39.0,1581.0,15.3,91.0,83.0,64.0,15.0,277.0,701.0,0.395,14.914893617021274,33.638297872340424,89.96,198.0,92.0,18216.0,1990,2002,10
2000,Tyrone Corbin,SAC,SF,37.0,54.0,5.0,941.0,7.9,60.0,29.0,36.0,5.0,165.0,219.0,0.35600000000000004,4.055555555555555,17.425925925925927,100.75,198.0,95.0,18810.0,1986,2001,15
1997,Tyrone Corbin,ATL,SF,34.0,70.0,65.0,2305.0,11.0,124.0,85.0,90.0,7.0,294.0,666.0,0.422,9.514285714285714,32.92857142857143,88.7,198.0,95.0,18810.0,1986,2001,12
1998,Tyrone Corbin,ATL,SF,35.0,79.0,79.0,2699.0,12.0,173.0,86.0,105.0,7.0,362.0,806.0,0.439,10.20253164556962,34.164556962025316,89.17,198.0,95.0,18810.0,1986,2001,13
1999,Tyrone Corbin,ATL,SF,36.0,47.0,6.0,1066.0,11.4,43.0,43.0,31.0,7.0,145.0,352.0,0.391,7.489361702127661,22.680851063829788,87.14,198.0,95.0,18810.0,1986,2001,14
2000,Tony Delk,SAC,PG,26.0,46.0,1.0,682.0,14.1,55.0,32.0,35.0,5.0,88.0,296.0,0.43,6.434782608695652,14.826086956521738,100.75,185.0,85.0,15725.0,1997,2006,4
1997,Tony Delk,CHH,PG,23.0,61.0,1.0,867.0,14.2,99.0,68.0,36.0,6.0,99.0,332.0,0.465,5.442622950819672,14.21311475409836,90.08,185.0,85.0,15725.0,1997,2006,1
1998,Tony Delk,GSW,PG,24.0,74.0,9.0,1647.0,13.3,169.0,105.0,73.0,12.0,170.0,773.0,0.392,10.445945945945946,22.256756756756765,93.32,185.0,85.0,15725.0,1997,2006,2
1999,Tony Delk,GSW,PG,25.0,36.0,13.0,630.0,11.6,95.0,45.0,16.0,6.0,54.0,246.0,0.364,6.833333333333332,17.5,90.99,185.0,85.0,15725.0,1997,2006,3
2002,Tony Delk,BOS,SG,28.0,22.0,16.0,570.0,10.4,51.0,19.0,22.0,6.0,79.0,162.0,0.349,7.363636363636362,25.90909090909091,93.6,185.0,85.0,15725.0,1997,2006,6
2003,Tony Delk,BOS,PG,29.0,67.0,39.0,1873.0,13.7,146.0,69.0,72.0,10.0,232.0,654.0,0.416,9.761194029850746,27.95522388059701,91.97,185.0,85.0,15725.0,1997,2006,7
2005,Tony Delk,ATL,SG,31.0,56.0,1.0,1340.0,15.1,104.0,54.0,47.0,3.0,130.0,667.0,0.416,11.910714285714285,23.92857142857143,93.12,185.0,85.0,15725.0,1997,2006,9
2004,Tony Delk,DAL,SG,30.0,33.0,11.0,509.0,13.2,28.0,17.0,27.0,7.0,59.0,197.0,0.38,5.96969696969697,15.424242424242426,94.65,185.0,85.0,15725.0,1997,2006,8
2001,Tony Delk,PHO,SG,27.0,82.0,11.0,2288.0,13.4,160.0,101.0,75.0,17.0,261.0,1005.0,0.415,12.25609756097561,27.902439024390244,94.44,185.0,85.0,15725.0,1997,2006,5
2002,Tony Delk,PHO,SG,28.0,41.0,1.0,877.0,15.9,81.0,40.0,31.0,4.0,124.0,435.0,0.399,10.609756097560977,21.390243902439025,92.76,185.0,85.0,15725.0,1997,2006,6
2006,Tony Delk,DET,PG,32.0,23.0,0.0,378.0,16.1,33.0,19.0,13.0,1.0,51.0,180.0,0.444,7.826086956521738,16.434782608695652,87.99,185.0,85.0,15725.0,1997,2006,10
2000,Darrick Martin,SAC,PG,28.0,71.0,1.0,893.0,11.9,122.0,62.0,28.0,2.0,44.0,402.0,0.38,5.661971830985914,12.577464788732396,100.75,180.0,77.0,13860.0,1995,2008,6
2001,Darrick Martin,SAC,PG,29.0,31.0,0.0,176.0,17.0,14.0,10.0,7.0,0.0,16.0,103.0,0.382,3.3225806451612905,5.67741935483871,95.74,180.0,77.0,13860.0,1995,2008,7
1997,Darrick Martin,LAC,PG,25.0,82.0,64.0,1820.0,16.9,339.0,127.0,57.0,2.0,113.0,893.0,0.407,10.890243902439025,22.195121951219512,92.71,180.0,77.0,13860.0,1995,2008,3
1998,Darrick Martin,LAC,PG,26.0,82.0,63.0,2299.0,12.3,331.0,154.0,82.0,10.0,164.0,841.0,0.377,10.25609756097561,28.036585365853657,93.77,180.0,77.0,13860.0,1995,2008,4
1999,Darrick Martin,LAC,PG,27.0,37.0,25.0,941.0,11.6,144.0,67.0,43.0,4.0,48.0,296.0,0.3670000000000001,8.0,25.432432432432428,91.07,180.0,77.0,13860.0,1995,2008,5
2006,Darrick Martin,TOR,PG,34.0,40.0,0.0,339.0,11.5,57.0,15.0,17.0,0.0,20.0,102.0,0.35100000000000003,2.55,8.475,92.36,180.0,77.0,13860.0,1995,2008,12
2007,Darrick Martin,TOR,PG,35.0,31.0,0.0,220.0,11.6,43.0,12.0,3.0,0.0,12.0,94.0,0.35100000000000003,3.032258064516129,7.096774193548387,93.87,180.0,77.0,13860.0,1995,2008,13
2000,Scot Pollard,SAC,C,24.0,76.0,5.0,1336.0,15.8,43.0,50.0,55.0,59.0,404.0,412.0,0.527,5.421052631578949,17.57894736842105,100.75,211.0,120.0,25320.0,1998,2008,3
2001,Scot Pollard,SAC,C,25.0,77.0,8.0,1658.0,15.0,47.0,66.0,48.0,97.0,465.0,498.0,0.468,6.467532467532468,21.53246753246753,95.74,211.0,120.0,25320.0,1998,2008,4
2002,Scot Pollard,SAC,C,26.0,80.0,29.0,1881.0,15.0,53.0,68.0,70.0,76.0,565.0,509.0,0.55,6.3625,23.5125,96.77,211.0,120.0,25320.0,1998,2008,5
2003,Scot Pollard,SAC,C,27.0,23.0,0.0,325.0,14.6,6.0,15.0,13.0,15.0,106.0,103.0,0.46,4.478260869565218,14.130434782608695,96.66,211.0,120.0,25320.0,1998,2008,6
2004,Scot Pollard,IND,C,28.0,61.0,3.0,678.0,8.3,10.0,22.0,23.0,26.0,164.0,106.0,0.412,1.7377049180327868,11.114754098360656,88.57,211.0,120.0,25320.0,1998,2008,7
2005,Scot Pollard,IND,C,29.0,49.0,17.0,865.0,11.2,18.0,31.0,30.0,24.0,205.0,191.0,0.473,3.8979591836734695,17.653061224489797,88.74,211.0,120.0,25320.0,1998,2008,8
2006,Scot Pollard,IND,C,30.0,45.0,32.0,771.0,12.3,24.0,26.0,37.0,20.0,218.0,169.0,0.455,3.755555555555556,17.133333333333333,90.86,211.0,120.0,25320.0,1998,2008,9
2008,Scot Pollard,BOS,C,32.0,22.0,0.0,173.0,8.7,3.0,5.0,3.0,6.0,37.0,39.0,0.522,1.7727272727272727,7.863636363636362,91.88,211.0,120.0,25320.0,1998,2008,11
2007,Scot Pollard,CLE,C,31.0,24.0,0.0,109.0,8.5,3.0,4.0,4.0,1.0,31.0,24.0,0.423,1.0,4.541666666666667,91.64,211.0,120.0,25320.0,1998,2008,10
1998,Scot Pollard,DET,C,22.0,33.0,0.0,317.0,13.3,9.0,12.0,8.0,10.0,74.0,89.0,0.5,2.696969696969697,9.606060606060606,89.78,211.0,120.0,25320.0,1998,2008,1
2001,Doug Christie,SAC,SG,30.0,81.0,81.0,2939.0,14.8,289.0,154.0,183.0,45.0,355.0,996.0,0.395,12.296296296296294,36.283950617283956,95.74,198.0,90.0,17820.0,1993,2007,9
2002,Doug Christie,SAC,SG,31.0,81.0,81.0,2798.0,15.2,340.0,164.0,160.0,25.0,374.0,972.0,0.46,12.0,34.54320987654321,96.77,198.0,90.0,17820.0,1993,2007,10
2003,Doug Christie,SAC,SG,32.0,80.0,80.0,2710.0,15.0,376.0,144.0,180.0,37.0,342.0,748.0,0.479,9.35,33.875,96.66,198.0,90.0,17820.0,1993,2007,11
2004,Doug Christie,SAC,SG,33.0,82.0,82.0,2780.0,14.0,347.0,155.0,151.0,41.0,329.0,831.0,0.461,10.134146341463415,33.90243902439025,94.28,198.0,90.0,17820.0,1993,2007,12
2005,Doug Christie,SAC,SG,34.0,31.0,31.0,996.0,11.0,153.0,68.0,43.0,13.0,123.0,226.0,0.407,7.290322580645161,32.12903225806452,94.54,198.0,90.0,17820.0,1993,2007,13
2005,Doug Christie,SAC,SG,34.0,31.0,31.0,996.0,11.0,153.0,68.0,43.0,13.0,123.0,226.0,0.407,7.290322580645161,32.12903225806452,90.0,198.0,90.0,17820.0,1993,2007,13
2005,Doug Christie,ORL,SG,34.0,21.0,13.0,529.0,7.9,46.0,36.0,37.0,5.0,54.0,119.0,0.3670000000000001,5.666666666666668,25.190476190476193,96.16,198.0,90.0,17820.0,1993,2007,13
1997,Doug Christie,TOR,SG,26.0,81.0,81.0,3127.0,15.1,315.0,200.0,201.0,45.0,432.0,1176.0,0.417,14.518518518518519,38.60493827160494,92.07,198.0,90.0,17820.0,1993,2007,5
1998,Doug Christie,TOR,SG,27.0,78.0,78.0,2939.0,16.2,282.0,228.0,190.0,57.0,404.0,1287.0,0.428,16.5,37.67948717948718,94.4,198.0,90.0,17820.0,1993,2007,6
1999,Doug Christie,TOR,SG,28.0,50.0,50.0,1768.0,16.9,187.0,119.0,113.0,26.0,207.0,760.0,0.388,15.2,35.36,90.69,198.0,90.0,17820.0,1993,2007,7
2000,Doug Christie,TOR,SG,29.0,73.0,73.0,2264.0,15.8,321.0,144.0,102.0,43.0,285.0,903.0,0.407,12.36986301369863,31.013698630136986,94.33,198.0,90.0,17820.0,1993,2007,8
2001,Bobby Jackson,SAC,PG,27.0,79.0,7.0,1648.0,13.1,161.0,103.0,87.0,7.0,246.0,566.0,0.439,7.1645569620253164,20.860759493670887,95.74,185.0,83.0,15355.0,1998,2009,4
2002,Bobby Jackson,SAC,PG,28.0,81.0,3.0,1750.0,17.3,164.0,93.0,73.0,11.0,251.0,896.0,0.443,11.061728395061726,21.604938271604933,96.77,185.0,83.0,15355.0,1998,2009,5
2003,Bobby Jackson,SAC,PG,29.0,59.0,26.0,1676.0,18.4,182.0,106.0,71.0,3.0,219.0,895.0,0.464,15.169491525423727,28.40677966101695,96.66,185.0,83.0,15355.0,1998,2009,6
2004,Bobby Jackson,SAC,SG,30.0,50.0,0.0,1185.0,19.2,105.0,63.0,49.0,8.0,174.0,689.0,0.444,13.78,23.7,94.28,185.0,83.0,15355.0,1998,2009,7
2005,Bobby Jackson,SAC,SG,31.0,25.0,0.0,536.0,18.0,59.0,28.0,14.0,2.0,85.0,301.0,0.4270000000000001,12.04,21.44,94.54,185.0,83.0,15355.0,1998,2009,8
2005,Bobby Jackson,SAC,SG,31.0,25.0,0.0,536.0,18.0,59.0,28.0,14.0,2.0,85.0,301.0,0.4270000000000001,12.04,21.44,90.0,185.0,83.0,15355.0,1998,2009,8
2009,Bobby Jackson,SAC,PG,35.0,71.0,10.0,1484.0,12.4,143.0,66.0,62.0,4.0,200.0,532.0,0.398,7.492957746478872,20.901408450704228,95.32,185.0,83.0,15355.0,1998,2009,12
1998,Bobby Jackson,DEN,PG,24.0,68.0,53.0,2042.0,13.6,317.0,184.0,105.0,11.0,302.0,790.0,0.392,11.617647058823529,30.029411764705888,91.06,185.0,83.0,15355.0,1998,2009,1
2008,Bobby Jackson,HOU,PG,34.0,26.0,5.0,498.0,14.6,63.0,28.0,13.0,2.0,71.0,228.0,0.419,8.76923076923077,19.153846153846157,91.43,185.0,83.0,15355.0,1998,2009,11
1999,Bobby Jackson,MIN,PG,25.0,50.0,12.0,941.0,14.4,167.0,75.0,39.0,3.0,135.0,353.0,0.405,7.06,18.82,92.88,185.0,83.0,15355.0,1998,2009,2
2000,Bobby Jackson,MIN,PG,26.0,73.0,10.0,1034.0,14.6,172.0,58.0,48.0,7.0,153.0,369.0,0.405,5.054794520547945,14.164383561643836,93.38,185.0,83.0,15355.0,1998,2009,3
2006,Bobby Jackson,MEM,PG,32.0,71.0,15.0,1775.0,14.6,195.0,101.0,61.0,1.0,223.0,808.0,0.382,11.380281690140846,25.0,87.42,185.0,83.0,15355.0,1998,2009,9
2008,Bobby Jackson,NOH,SG,34.0,46.0,0.0,891.0,12.9,76.0,31.0,32.0,3.0,110.0,325.0,0.392,7.065217391304348,19.369565217391305,91.07,185.0,83.0,15355.0,1998,2009,11
2001,Hedo Turkoglu,SAC,SF,21.0,74.0,7.0,1245.0,11.7,69.0,55.0,52.0,24.0,210.0,391.0,0.412,5.283783783783784,16.824324324324323,95.74,208.0,99.0,20592.0,2001,2015,1
2002,Hedo Turkoglu,SAC,SF,22.0,80.0,10.0,1970.0,14.2,163.0,81.0,57.0,31.0,363.0,810.0,0.422,10.125,24.625,96.77,208.0,99.0,20592.0,2001,2015,2
2003,Hedo Turkoglu,SAC,SF,23.0,67.0,11.0,1175.0,12.0,87.0,50.0,25.0,12.0,188.0,447.0,0.422,6.6716417910447765,17.53731343283582,96.66,208.0,99.0,20592.0,2001,2015,3
2004,Hedo Turkoglu,SAS,SF,24.0,80.0,44.0,2073.0,14.1,154.0,94.0,80.0,32.0,358.0,739.0,0.406,9.2375,25.9125,90.24,208.0,99.0,20592.0,2001,2015,4
2005,Hedo Turkoglu,ORL,SF,25.0,67.0,11.0,1757.0,16.0,153.0,119.0,41.0,18.0,233.0,937.0,0.419,13.985074626865673,26.22388059701493,96.16,208.0,99.0,20592.0,2001,2015,5
2006,Hedo Turkoglu,ORL,SF,26.0,78.0,59.0,2615.0,16.7,216.0,130.0,70.0,21.0,333.0,1165.0,0.454,14.935897435897436,33.52564102564103,89.15,208.0,99.0,20592.0,2001,2015,6
2007,Hedo Turkoglu,ORL,SF,27.0,73.0,73.0,2268.0,14.2,233.0,143.0,70.0,16.0,293.0,970.0,0.419,13.287671232876713,31.06849315068493,90.56,208.0,99.0,20592.0,2001,2015,7
2008,Hedo Turkoglu,ORL,SF,28.0,82.0,82.0,3026.0,17.8,409.0,246.0,74.0,25.0,471.0,1602.0,0.456,19.536585365853654,36.90243902439025,94.03,208.0,99.0,20592.0,2001,2015,8
2009,Hedo Turkoglu,ORL,SF,29.0,77.0,77.0,2815.0,14.8,375.0,204.0,64.0,19.0,410.0,1294.0,0.413,16.805194805194805,36.558441558441565,92.99,208.0,99.0,20592.0,2001,2015,9
2011,Hedo Turkoglu,ORL,SF,31.0,56.0,56.0,1910.0,13.6,285.0,101.0,54.0,20.0,256.0,640.0,0.448,11.428571428571427,34.107142857142854,91.56,208.0,99.0,20592.0,2001,2015,11
2012,Hedo Turkoglu,ORL,SF,32.0,53.0,53.0,1653.0,11.7,233.0,142.0,45.0,17.0,199.0,576.0,0.415,10.867924528301888,31.188679245283016,89.78,208.0,99.0,20592.0,2001,2015,12
2014,Hedo Turkoglu,LAC,SF,34.0,38.0,0.0,392.0,11.3,33.0,16.0,19.0,10.0,89.0,115.0,0.385,3.0263157894736836,10.31578947368421,96.68,208.0,99.0,20592.0,2001,2015,14
2015,Hedo Turkoglu,LAC,SF,35.0,62.0,2.0,705.0,10.5,37.0,29.0,19.0,7.0,99.0,232.0,0.441,3.741935483870968,11.370967741935484,95.41,208.0,99.0,20592.0,2001,2015,15
2011,Hedo Turkoglu,PHO,PF,31.0,25.0,16.0,630.0,13.1,58.0,31.0,18.0,14.0,100.0,237.0,0.44,9.48,25.2,95.24,208.0,99.0,20592.0,2001,2015,11
2010,Hedo Turkoglu,TOR,SF,30.0,74.0,69.0,2272.0,13.3,304.0,125.0,55.0,32.0,343.0,835.0,0.409,11.283783783783786,30.702702702702698,93.96,208.0,99.0,20592.0,2001,2015,10
2002,Mike Bibby,SAC,PG,23.0,80.0,80.0,2659.0,14.9,403.0,134.0,87.0,15.0,222.0,1098.0,0.453,13.725,33.2375,96.77,185.0,86.0,15910.0,1999,2012,4
2003,Mike Bibby,SAC,PG,24.0,55.0,55.0,1835.0,17.6,285.0,127.0,72.0,8.0,147.0,875.0,0.47,15.909090909090908,33.36363636363637,96.66,185.0,86.0,15910.0,1999,2012,5
2004,Mike Bibby,SAC,PG,25.0,82.0,82.0,2980.0,19.3,444.0,175.0,112.0,18.0,277.0,1506.0,0.45,18.365853658536587,36.34146341463415,94.28,185.0,86.0,15910.0,1999,2012,6
2005,Mike Bibby,SAC,PG,26.0,80.0,80.0,3084.0,19.2,541.0,203.0,124.0,30.0,332.0,1571.0,0.443,19.6375,38.55,94.54,185.0,86.0,15910.0,1999,2012,7
2005,Mike Bibby,SAC,PG,26.0,80.0,80.0,3084.0,19.2,541.0,203.0,124.0,30.0,332.0,1571.0,0.443,19.6375,38.55,90.0,185.0,86.0,15910.0,1999,2012,7
2006,Mike Bibby,SAC,PG,27.0,82.0,82.0,3167.0,17.9,444.0,199.0,82.0,10.0,240.0,1728.0,0.4320000000000001,21.07317073170732,38.621951219512205,93.27,185.0,86.0,15910.0,1999,2012,8
2007,Mike Bibby,SAC,PG,28.0,82.0,82.0,2784.0,16.0,388.0,197.0,88.0,6.0,263.0,1403.0,0.404,17.109756097560975,33.951219512195124,95.85,185.0,86.0,15910.0,1999,2012,9
1999,Mike Bibby,VAN,PG,20.0,50.0,50.0,1758.0,14.8,325.0,146.0,78.0,5.0,136.0,662.0,0.43,13.24,35.16,90.33,185.0,86.0,15910.0,1999,2012,1
2000,Mike Bibby,VAN,PG,21.0,82.0,82.0,3155.0,16.7,665.0,247.0,132.0,15.0,306.0,1190.0,0.445,14.51219512195122,38.47560975609756,92.48,185.0,86.0,15910.0,1999,2012,2
2001,Mike Bibby,VAN,PG,22.0,82.0,82.0,3190.0,16.8,685.0,248.0,107.0,12.0,304.0,1301.0,0.454,15.865853658536587,38.90243902439025,93.05,185.0,86.0,15910.0,1999,2012,3
2011,Mike Bibby,MIA,PG,32.0,22.0,12.0,582.0,9.0,55.0,32.0,11.0,3.0,49.0,160.0,0.4370000000000001,7.272727272727272,26.45454545454545,91.66,185.0,86.0,15910.0,1999,2012,13
2008,Mike Bibby,ATL,PG,29.0,33.0,32.0,1100.0,14.9,215.0,81.0,35.0,2.0,104.0,464.0,0.414,14.06060606060606,33.333333333333336,92.37,185.0,86.0,15910.0,1999,2012,10
2009,Mike Bibby,ATL,PG,30.0,79.0,79.0,2740.0,16.3,392.0,128.0,98.0,11.0,278.0,1176.0,0.435,14.886075949367086,34.68354430379747,90.45,185.0,86.0,15910.0,1999,2012,11
2010,Mike Bibby,ATL,PG,31.0,80.0,80.0,2195.0,12.7,310.0,90.0,67.0,3.0,184.0,730.0,0.416,9.125,27.4375,90.79,185.0,86.0,15910.0,1999,2012,12
